Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,data_figure,treatment
SRR10284693,not applicable,AMPLICON,273,16489449,ATCC,PRJNA565979,SAMN13034216,Human,7512181,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997497,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA1_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site1_pegRNA1_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA1_Rep1.fastq.gz,
SRR10284694,not applicable,AMPLICON,260,23985519,ATCC,PRJNA565979,SAMN13034215,Human,14226633,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997496,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-sgRNA_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-sgRNA_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-sgRNA_rep3.fastq.gz,
SRR10284695,not applicable,AMPLICON,245,16987907,ATCC,PRJNA565979,SAMN13034214,Human,10161680,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997495,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-sgRNA_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-sgRNA_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-sgRNA_rep2.fastq.gz,
SRR10284696,not applicable,AMPLICON,264,26066890,ATCC,PRJNA565979,SAMN13034213,Human,15476016,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997494,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-sgRNA_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-sgRNA_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-sgRNA_rep1.fastq.gz,
SRR10284697,not applicable,AMPLICON,261,17894466,ATCC,PRJNA565979,SAMN13034212,Human,10622842,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997493,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-pegRNA4_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-pegRNA4_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-pegRNA4_rep3.fastq.gz,
SRR10284698,not applicable,AMPLICON,258,20128914,ATCC,PRJNA565979,SAMN13034211,Human,12020742,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997492,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-pegRNA4_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-pegRNA4_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-pegRNA4_rep2.fastq.gz,
SRR10284699,not applicable,AMPLICON,261,26350868,ATCC,PRJNA565979,SAMN13034210,Human,15687181,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997491,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-pegRNA4_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-pegRNA4_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-pegRNA4_rep1.fastq.gz,
SRR10284700,not applicable,AMPLICON,188,1312151,ATCC,PRJNA565979,SAMN13033832,Human,668976,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997490,Illumina MiSeq,not applicable,EDFig6_a_FANCF_PE3_C7_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_a_FANCF_PE3_C7_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_a_FANCF_PE3_C7_rep1.fastq.gz,
SRR10284701,not applicable,AMPLICON,258,21785126,ATCC,PRJNA565979,SAMN13034209,Human,12939438,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997489,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-pegRNA3_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-pegRNA3_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-pegRNA3_rep3.fastq.gz,
SRR10284702,not applicable,AMPLICON,256,19271972,ATCC,PRJNA565979,SAMN13034208,Human,11500558,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997488,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-pegRNA3_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-pegRNA3_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-pegRNA3_rep2.fastq.gz,
SRR10284703,not applicable,AMPLICON,255,20620790,ATCC,PRJNA565979,SAMN13034207,Human,12282950,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997487,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-pegRNA3_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-pegRNA3_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-pegRNA3_rep1.fastq.gz,
SRR10284704,not applicable,AMPLICON,248,18716105,ATCC,PRJNA565979,SAMN13034206,Human,11157673,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997486,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-pegRNA2_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-pegRNA2_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-pegRNA2_rep3.fastq.gz,
SRR10284705,not applicable,AMPLICON,255,22452109,ATCC,PRJNA565979,SAMN13034205,Human,13407320,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997485,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-pegRNA2_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-pegRNA2_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-pegRNA2_rep2.fastq.gz,
SRR10284706,not applicable,AMPLICON,256,21706698,ATCC,PRJNA565979,SAMN13034204,Human,12917907,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997484,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-pegRNA2_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-pegRNA2_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-pegRNA2_rep1.fastq.gz,
SRR10284707,not applicable,AMPLICON,262,23862731,ATCC,PRJNA565979,SAMN13034203,Human,14116854,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997483,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-pegRNA1_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-pegRNA1_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-pegRNA1_rep3.fastq.gz,
SRR10284708,not applicable,AMPLICON,260,26273365,ATCC,PRJNA565979,SAMN13034202,Human,15664175,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997482,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-pegRNA1_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-pegRNA1_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-pegRNA1_rep2.fastq.gz,
SRR10284709,not applicable,AMPLICON,268,28686387,ATCC,PRJNA565979,SAMN13034201,Human,17142922,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997481,Illumina MiSeq,not applicable,EDFig6_g_HEK4_on-target-pegRNA1_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_on-target-pegRNA1_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_on-target-pegRNA1_rep1.fastq.gz,
SRR10284710,not applicable,AMPLICON,176,13599570,ATCC,PRJNA565979,SAMN13034200,Human,7659552,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997480,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-sgRNA_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-sgRNA_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-sgRNA_rep3.fastq.gz,
SRR10284711,not applicable,AMPLICON,177,8766592,ATCC,PRJNA565979,SAMN13033831,Human,4097047,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997479,Illumina MiSeq,not applicable,EDFig6_a_FANCF_PE3_C3_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_a_FANCF_PE3_C3_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_a_FANCF_PE3_C3_rep3.fastq.gz,
SRR10284712,not applicable,AMPLICON,176,13557979,ATCC,PRJNA565979,SAMN13034199,Human,7656505,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997478,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-sgRNA_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-sgRNA_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-sgRNA_rep2.fastq.gz,
SRR10284713,not applicable,AMPLICON,176,13159430,ATCC,PRJNA565979,SAMN13034198,Human,7437314,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997477,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-sgRNA_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-sgRNA_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-sgRNA_rep1.fastq.gz,
SRR10284714,not applicable,AMPLICON,177,14946258,ATCC,PRJNA565979,SAMN13034197,Human,8334329,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997476,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-pegRNA4_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-pegRNA4_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-pegRNA4_rep3.fastq.gz,
SRR10284715,not applicable,AMPLICON,178,14118958,ATCC,PRJNA565979,SAMN13034196,Human,7848070,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997475,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-pegRNA4_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-pegRNA4_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-pegRNA4_rep2.fastq.gz,
SRR10284716,not applicable,AMPLICON,177,16347142,ATCC,PRJNA565979,SAMN13034195,Human,9105978,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997474,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-pegRNA4_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-pegRNA4_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-pegRNA4_rep1.fastq.gz,
SRR10284717,not applicable,AMPLICON,176,14350460,ATCC,PRJNA565979,SAMN13034194,Human,8004964,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997473,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-pegRNA3_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-pegRNA3_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-pegRNA3_rep3.fastq.gz,
SRR10284718,not applicable,AMPLICON,178,15168765,ATCC,PRJNA565979,SAMN13034193,Human,8434986,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997472,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-pegRNA3_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-pegRNA3_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-pegRNA3_rep2.fastq.gz,
SRR10284719,not applicable,AMPLICON,178,17820940,ATCC,PRJNA565979,SAMN13034192,Human,9892844,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997471,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-pegRNA3_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-pegRNA3_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-pegRNA3_rep1.fastq.gz,
SRR10284720,not applicable,AMPLICON,177,15853330,ATCC,PRJNA565979,SAMN13034191,Human,8850056,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997470,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-pegRNA2_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-pegRNA2_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-pegRNA2_rep3.fastq.gz,
SRR10284721,not applicable,AMPLICON,177,17589896,ATCC,PRJNA565979,SAMN13034190,Human,9805035,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997469,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-pegRNA2_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-pegRNA2_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-pegRNA2_rep2.fastq.gz,
SRR10284722,not applicable,AMPLICON,180,10328673,ATCC,PRJNA565979,SAMN13033830,Human,4764117,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997468,Illumina MiSeq,not applicable,EDFig6_a_FANCF_PE3_C3_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_a_FANCF_PE3_C3_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_a_FANCF_PE3_C3_rep2.fastq.gz,
SRR10284723,not applicable,AMPLICON,277,15400853,ATCC,PRJNA565979,SAMN13033794,Human,7747251,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997467,Illumina MiSeq,not applicable,EDFig6_a_EMX1_BE4_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_a_EMX1_BE4_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_a_EMX1_BE4_rep2.fastq.gz,
SRR10284724,not applicable,AMPLICON,178,18102416,ATCC,PRJNA565979,SAMN13034189,Human,10050876,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997466,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-pegRNA2_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-pegRNA2_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-pegRNA2_rep1.fastq.gz,
SRR10284725,not applicable,AMPLICON,177,16949420,ATCC,PRJNA565979,SAMN13034188,Human,9357817,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997465,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-pegRNA1_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-pegRNA1_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-pegRNA1_rep3.fastq.gz,
SRR10284726,not applicable,AMPLICON,178,18205169,ATCC,PRJNA565979,SAMN13034187,Human,10036257,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997464,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-pegRNA1_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-pegRNA1_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-pegRNA1_rep2.fastq.gz,
SRR10284727,not applicable,AMPLICON,179,17454424,ATCC,PRJNA565979,SAMN13034186,Human,9619246,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997463,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target4-pegRNA1_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target4-pegRNA1_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target4-pegRNA1_rep1.fastq.gz,
SRR10284728,not applicable,AMPLICON,170,14428950,ATCC,PRJNA565979,SAMN13034185,Human,10223101,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997462,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target3-sgRNA_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target3-sgRNA_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target3-sgRNA_rep3.fastq.gz,
SRR10284729,not applicable,AMPLICON,168,13870204,ATCC,PRJNA565979,SAMN13034184,Human,9753716,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997461,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target3-sgRNA_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target3-sgRNA_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target3-sgRNA_rep2.fastq.gz,
SRR10284730,not applicable,AMPLICON,171,11574045,ATCC,PRJNA565979,SAMN13034183,Human,8169789,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997460,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target3-sgRNA_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target3-sgRNA_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target3-sgRNA_rep1.fastq.gz,
SRR10284731,not applicable,AMPLICON,169,14330195,ATCC,PRJNA565979,SAMN13034182,Human,10160706,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997459,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target3-pegRNA4_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target3-pegRNA4_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target3-pegRNA4_rep3.fastq.gz,
SRR10284732,not applicable,AMPLICON,170,14721072,ATCC,PRJNA565979,SAMN13034181,Human,10351800,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997458,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target3-pegRNA4_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target3-pegRNA4_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target3-pegRNA4_rep2.fastq.gz,
SRR10284733,not applicable,AMPLICON,169,11429598,ATCC,PRJNA565979,SAMN13034180,Human,8063884,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997457,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target3-pegRNA4_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target3-pegRNA4_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target3-pegRNA4_rep1.fastq.gz,
SRR10284734,not applicable,AMPLICON,180,11559865,ATCC,PRJNA565979,SAMN13033829,Human,5348033,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997456,Illumina MiSeq,not applicable,EDFig6_a_FANCF_PE3_C3_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_a_FANCF_PE3_C3_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_a_FANCF_PE3_C3_rep1.fastq.gz,
SRR10284735,not applicable,AMPLICON,167,14768016,ATCC,PRJNA565979,SAMN13034179,Human,10460132,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997455,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target3-pegRNA3_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target3-pegRNA3_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target3-pegRNA3_rep3.fastq.gz,
SRR10284736,not applicable,AMPLICON,171,16012385,ATCC,PRJNA565979,SAMN13034178,Human,11267421,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997454,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target3-pegRNA3_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target3-pegRNA3_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target3-pegRNA3_rep2.fastq.gz,
