Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,treatment,BREED,Cell_type,Cultivar,dev_stage,Ecotype,strain
SRR17170387,not applicable,AMPLICON,278,8323616,ATCC,PRJNA770428,SAMN23794177,Human,4311593,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353956,Illumina MiSeq,not applicable,518,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1890b_B1902c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1890b_B1902c_r1.fastq.gz,,,,,,
SRR17170389,not applicable,AMPLICON,277,14402176,ATCC,PRJNA770428,SAMN23794175,Human,7494574,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353954,Illumina MiSeq,not applicable,516,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1890b_B1902a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1890b_B1902a_r1.fastq.gz,,,,,,
SRR17170391,not applicable,AMPLICON,275,8860995,ATCC,PRJNA770428,SAMN23794173,Human,4577646,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353952,Illumina MiSeq,not applicable,514,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1890a_B1962b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1890a_B1962b_r1.fastq.gz,,,,,,
SRR17170392,not applicable,AMPLICON,278,8499178,ATCC,PRJNA770428,SAMN23794172,Human,4393844,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353951,Illumina MiSeq,not applicable,513,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1890a_B1962a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1890a_B1962a_r1.fastq.gz,,,,,,
SRR17170393,not applicable,AMPLICON,278,6444128,ATCC,PRJNA770428,SAMN23794171,Human,3343687,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353950,Illumina MiSeq,not applicable,512,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1890a_B1902c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1890a_B1902c_r1.fastq.gz,,,,,,
SRR17170396,not applicable,AMPLICON,269,17701534,ATCC,PRJNA770428,SAMN23793980,Human,9094661,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353947,Illumina MiSeq,not applicable,321,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1246a_B1314a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1246a_B1314a_r1.fastq.gz,,,,,,
SRR17170398,not applicable,AMPLICON,278,16398049,ATCC,PRJNA770428,SAMN23794167,Human,8501347,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353945,Illumina MiSeq,not applicable,508,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1810c_B1902b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1810c_B1902b_r1.fastq.gz,,,,,,
SRR17170401,not applicable,AMPLICON,277,13515112,ATCC,PRJNA770428,SAMN23794164,Human,7008551,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353942,Illumina MiSeq,not applicable,505,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1810c_B1883b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1810c_B1883b_r1.fastq.gz,,,,,,
SRR17170403,not applicable,AMPLICON,278,14172764,ATCC,PRJNA770428,SAMN23794162,Human,7370469,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353940,Illumina MiSeq,not applicable,503,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1810b_B1902c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1810b_B1902c_r1.fastq.gz,,,,,,
SRR17170405,not applicable,AMPLICON,277,14271512,ATCC,PRJNA770428,SAMN23794160,Human,7439560,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353938,Illumina MiSeq,not applicable,501,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1810b_B1902a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1810b_B1902a_r1.fastq.gz,,,,,,
SRR17170408,not applicable,AMPLICON,203,13470338,ATCC,PRJNA770428,SAMN23793961,Human,6852962,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353935,Illumina MiSeq,not applicable,302,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A531c_B584c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A531c_B584c_r1.fastq.gz,,,,,,
SRR17170410,not applicable,AMPLICON,277,12658818,ATCC,PRJNA770428,SAMN23794157,Human,6559259,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353933,Illumina MiSeq,not applicable,498,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1810b_B1883a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1810b_B1883a_r1.fastq.gz,,,,,,
SRR17170412,not applicable,AMPLICON,274,15611121,ATCC,PRJNA770428,SAMN23794155,Human,8176888,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353931,Illumina MiSeq,not applicable,496,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1810a_B1902b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1810a_B1902b_r1.fastq.gz,,,,,,
SRR17170413,not applicable,AMPLICON,178,11104430,ATCC,PRJNA770428,SAMN23793972,Human,6142649,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353930,Illumina MiSeq,not applicable,313,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1098a_B1154b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1098a_B1154b_r1.fastq.gz,,,,,,
SRR17170415,not applicable,AMPLICON,192,17976565,ATCC,PRJNA770428,SAMN23794087,Human,10620543,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353928,Illumina MiSeq,not applicable,428,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582c_B1705c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582c_B1705c_r1.fastq.gz,,,,,,
SRR17170418,not applicable,AMPLICON,231,12385607,ATCC,PRJNA770428,SAMN23794084,Human,7835496,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353925,Illumina MiSeq,not applicable,425,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582c_B1701c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582c_B1701c_r1.fastq.gz,,,,,,
SRR17170419,not applicable,AMPLICON,224,14536265,ATCC,PRJNA770428,SAMN23794083,Human,9042172,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353924,Illumina MiSeq,not applicable,424,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582c_B1701b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582c_B1701b_r1.fastq.gz,,,,,,
SRR17170421,not applicable,AMPLICON,237,18111892,ATCC,PRJNA770428,SAMN23794081,Human,11494636,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353922,Illumina MiSeq,not applicable,422,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582c_B1676c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582c_B1676c_r1.fastq.gz,,,,,,
SRR17170423,not applicable,AMPLICON,218,14794424,ATCC,PRJNA770428,SAMN23794079,Human,9135564,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353920,Illumina MiSeq,not applicable,420,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582c_B1676a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582c_B1676a_r1.fastq.gz,,,,,,
SRR17170425,not applicable,AMPLICON,244,11301257,ATCC,PRJNA770428,SAMN23794078,Human,7302896,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353918,Illumina MiSeq,not applicable,419,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582c_B1640c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582c_B1640c_r1.fastq.gz,,,,,,
SRR17170426,not applicable,AMPLICON,239,12718491,ATCC,PRJNA770428,SAMN23794077,Human,8211951,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353917,Illumina MiSeq,not applicable,418,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582c_B1640b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582c_B1640b_r1.fastq.gz,,,,,,
SRR17170428,not applicable,AMPLICON,200,23203823,ATCC,PRJNA770428,SAMN23794075,Human,13955396,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353915,Illumina MiSeq,not applicable,416,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582b_B1705c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582b_B1705c_r1.fastq.gz,,,,,,
SRR17170430,not applicable,AMPLICON,202,16733254,ATCC,PRJNA770428,SAMN23794073,Human,10165969,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353913,Illumina MiSeq,not applicable,414,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582b_B1705a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582b_B1705a_r1.fastq.gz,,,,,,
SRR17170432,not applicable,AMPLICON,220,14285345,ATCC,PRJNA770428,SAMN23794071,Human,8881075,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353911,Illumina MiSeq,not applicable,412,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582b_B1701b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582b_B1701b_r1.fastq.gz,,,,,,
SRR17170434,not applicable,AMPLICON,240,16050702,ATCC,PRJNA770428,SAMN23794069,Human,10246981,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353909,Illumina MiSeq,not applicable,410,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582b_B1676c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582b_B1676c_r1.fastq.gz,,,,,,
SRR17170436,not applicable,AMPLICON,232,16000887,ATCC,PRJNA770428,SAMN23794068,Human,10071074,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353907,Illumina MiSeq,not applicable,409,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582b_B1676b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582b_B1676b_r1.fastq.gz,,,,,,
SRR17170438,not applicable,AMPLICON,244,11082853,ATCC,PRJNA770428,SAMN23794066,Human,7174955,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353905,Illumina MiSeq,not applicable,407,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582b_B1640c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582b_B1640c_r1.fastq.gz,,,,,,
SRR17170440,not applicable,AMPLICON,244,16271465,ATCC,PRJNA770428,SAMN23794064,Human,10527238,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353903,Illumina MiSeq,not applicable,405,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582b_B1640a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582b_B1640a_r1.fastq.gz,,,,,,
SRR17170441,not applicable,AMPLICON,194,20311991,ATCC,PRJNA770428,SAMN23794063,Human,12065147,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353902,Illumina MiSeq,not applicable,404,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582a_B1705c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582a_B1705c_r1.fastq.gz,,,,,,
SRR17170443,not applicable,AMPLICON,194,17625022,ATCC,PRJNA770428,SAMN23794061,Human,10439471,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353900,Illumina MiSeq,not applicable,402,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582a_B1705a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582a_B1705a_r1.fastq.gz,,,,,,
SRR17170445,not applicable,AMPLICON,242,13419768,ATCC,PRJNA770428,SAMN23794059,Human,8488841,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353898,Illumina MiSeq,not applicable,400,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1582a_B1701b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1582a_B1701b_r1.fastq.gz,,,,,,
SRR17170447,not applicable,AMPLICON,203,14370806,ATCC,PRJNA770428,SAMN23793960,Human,7303907,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353896,Illumina MiSeq,not applicable,301,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A531c_B584b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A531c_B584b_r1.fastq.gz,,,,,,
SRR17170448,not applicable,AMPLICON,204,14042085,ATCC,PRJNA770428,SAMN23793959,Human,7100272,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353895,Illumina MiSeq,not applicable,300,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A531c_B584a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A531c_B584a_r1.fastq.gz,,,,,,
SRR17171273,not applicable,AMPLICON,278,4626915,ATCC,PRJNA770428,SAMN23795608,Human,2228506,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13355104,Illumina MiSeq,not applicable,672,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig1b-CCR5-region2-PE3-F2_28nt-and-nick-C1-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig1b-CCR5-region2-PE3-F2_28nt-and-nick-C1-rep1-R1.fastq.gz,,,,,,
SRR17171276,not applicable,AMPLICON,274,3707599,ATCC,PRJNA770428,SAMN23795605,Human,1826322,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13355101,Illumina MiSeq,not applicable,669,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig1b-CCR5-region2-PE3-F2_23nt-and-nick-C4-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig1b-CCR5-region2-PE3-F2_23nt-and-nick-C4-rep1-R1.fastq.gz,,,,,,
SRR17171280,not applicable,AMPLICON,278,4523279,ATCC,PRJNA770428,SAMN23795601,Human,2190736,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13355097,Illumina MiSeq,not applicable,665,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig1b-CCR5-region2-PE3-F2_23nt-and-nick-C1-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig1b-CCR5-region2-PE3-F2_23nt-and-nick-C1-rep3-R1.fastq.gz,,,,,,
SRR17171282,not applicable,AMPLICON,278,4160961,ATCC,PRJNA770428,SAMN23795599,Human,2027484,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13355095,Illumina MiSeq,not applicable,663,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig1b-CCR5-region2-PE3-F2_23nt-and-nick-C1-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig1b-CCR5-region2-PE3-F2_23nt-and-nick-C1-rep1-R1.fastq.gz,,,,,,
SRR17171283,not applicable,AMPLICON,289,7373342,ATCC,PRJNA770428,SAMN23795518,Human,3588173,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13355094,Illumina MiSeq,not applicable,582,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig10c_nCas9_IDS_rep1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig10c_nCas9_IDS_rep1.fastq.gz,,,,,,
SRR17171285,not applicable,AMPLICON,179,5380600,ATCC,PRJNA770428,SAMN23795597,Human,2577703,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13355092,Illumina MiSeq,not applicable,661,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig1a-CCR5-region1-twinPE-E325B_and_F414a-rep2-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig1a-CCR5-region1-twinPE-E325B_and_F414a-rep2-R1.fastq.gz,,,,,,
SRR17171287,not applicable,AMPLICON,178,6627327,ATCC,PRJNA770428,SAMN23795595,Human,3113840,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13355090,Illumina MiSeq,not applicable,659,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig1a-CCR5-region1-PE3-F414_34nt-and-nick-A4-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig1a-CCR5-region1-PE3-F414_34nt-and-nick-A4-rep3-R1.fastq.gz,,,,,,
SRR17171289,not applicable,AMPLICON,178,4472629,ATCC,PRJNA770428,SAMN23795593,Human,2129996,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13355088,Illumina MiSeq,not applicable,657,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig1a-CCR5-region1-PE3-F414_34nt-and-nick-A4-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig1a-CCR5-region1-PE3-F414_34nt-and-nick-A4-rep1-R1.fastq.gz,,,,,,
SRR17171291,not applicable,AMPLICON,178,5589573,ATCC,PRJNA770428,SAMN23795591,Human,2611435,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13355086,Illumina MiSeq,not applicable,655,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig1a-CCR5-region1-PE3-F414_34nt-and-nick-A2-rep2-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig1a-CCR5-region1-PE3-F414_34nt-and-nick-A2-rep2-R1.fastq.gz,,,,,,
SRR17171293,not applicable,AMPLICON,253,5970888,ATCC,PRJNA770428,SAMN23795762,Human,2776714,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13355084,Illumina MiSeq,not applicable,826,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon12.3.3-and-12.5.3-rep2-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon12.3.3-and-12.5.3-rep2-R1.fastq.gz,,,,,,
SRR17171296,not applicable,AMPLICON,248,5936955,ATCC,PRJNA770428,SAMN23795759,Human,2761568,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13355081,Illumina MiSeq,not applicable,823,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon12.3.3-and-12.5.2-rep2-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon12.3.3-and-12.5.2-rep2-R1.fastq.gz,,,,,,
SRR17171299,not applicable,AMPLICON,253,6220433,ATCC,PRJNA770428,SAMN23795757,Human,2890208,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13355078,Illumina MiSeq,not applicable,821,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon12.3.3-and-12.5.1-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon12.3.3-and-12.5.1-rep3-R1.fastq.gz,,,,,,
SRR17171301,not applicable,AMPLICON,253,4752490,ATCC,PRJNA770428,SAMN23795755,Human,2238190,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13355076,Illumina MiSeq,not applicable,819,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon12.3.3-and-12.5.1-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon12.3.3-and-12.5.1-rep1-R1.fastq.gz,,,,,,
